code_ine,Nombre,Votantes,Nulos,VotosValidos(votantes-nulos),VotosSinRepresentacion,CandidaturasSinRepresentacion,%SinRepresentacion(votantes-nulos),VotosValidos(enblanco+candidaturas),%SinRepresentacion(enblanco+candidaturas)
34024444157,Monterde de Albarracín,37,0,37,2,1,"5,41%",41,"4,88%"
34073434071,Espinosa de Villagonzalo,132,5,127,6,1,"4,72%",123,"4,88%"
34073737349,La Vídola,67,4,63,2,1,"3,17%",41,"4,88%"
34022222164,Olvena,41,0,41,2,1,"4,88%",41,"4,88%"
34111010126,Montánchez,1093,27,1066,52,1,"4,88%",1066,"4,88%"
34084545056,Chozas de Canales,1549,74,1475,72,1,"4,88%",1475,"4,88%"
34104646113,Daimús,1910,26,1884,92,1,"4,88%",1884,"4,88%"
34104646143,Xeraco,3452,34,3418,167,2,"4,89%",3418,"4,89%"
34091717116,Osor,201,17,184,9,1,"4,89%",184,"4,89%"
34040707041,Petra,1786,29,1757,86,1,"4,89%",1757,"4,89%"
34104646014,Albuixech,2493,43,2450,120,1,"4,90%",2450,"4,90%"
34012121002,Aljaraque,9597,129,9468,464,1,"4,90%",9468,"4,90%"
34164848055,Lemoa,1840,24,1816,89,3,"4,90%",1816,"4,90%"
34132828038,Cercedilla,4136,202,3934,193,2,"4,91%",3934,"4,91%"
34123232078,Sarreaus,786,12,774,38,1,"4,91%",774,"4,91%"
34090808176,Pujalt,105,4,101,6,1,"5,94%",122,"4,92%"
34090808223,Sant Llorenç Savall,1131,37,1094,54,1,"4,94%",1094,"4,94%"
34073434037,Buenavista de Valdavia,244,1,243,12,1,"4,94%",243,"4,94%"
34090808169,El Prat de Llobregat,25815,259,25556,1263,3,"4,94%",25556,"4,94%"
34092525173,El Pont de Suert,1073,21,1052,52,1,"4,94%",1052,"4,94%"
34162020071,Tolosa,9574,105,9469,469,2,"4,95%",9469,"4,95%"
34072424188,Valencia de Don Juan,2812,87,2725,135,1,"4,95%",2725,"4,95%"
34074949056,Cubillos,228,6,222,11,1,"4,95%",222,"4,95%"
34160101041,Navaridas,131,5,126,6,1,"4,76%",121,"4,96%"
34104646244,Torrent,40792,421,40371,2002,2,"4,96%",40371,"4,96%"
34100303129,Tibi,1115,7,1108,55,1,"4,96%",1108,"4,96%"
34073434017,Astudillo,737,12,725,36,1,"4,97%",725,"4,97%"
34123636022,O Grove,5814,140,5674,282,2,"4,97%",5674,"4,97%"
34104646205,Puçol,10374,155,10219,508,2,"4,97%",10219,"4,97%"
34025050099,Épila,2303,50,2253,112,1,"4,97%",2253,"4,97%"
34101212100,Sant Mateu,1224,19,1205,60,1,"4,98%",1205,"4,98%"
34164848913,Zierbena,903,21,882,44,2,"4,99%",882,"4,99%"
34040707016,Consell,2149,45,2104,105,1,"4,99%",2104,"4,99%"
34025050268,Undués de Lerda,37,0,37,2,1,"5,41%",40,"5,00%"
34074949143,Palacios de Sanabria,183,2,181,9,1,"4,97%",180,"5,00%"
34074040053,Cerezo de Abajo,81,0,81,4,1,"4,94%",80,"5,00%"
34074242189,Ucero,56,3,53,2,1,"3,77%",40,"5,00%"
34094343075,Margalef,66,3,63,2,1,"3,17%",40,"5,00%"
34025050016,Aldehuela de Liestos,40,0,40,2,1,"5,00%",40,"5,00%"
34011818119,Lecrín,1381,23,1358,68,1,"5,01%",1358,"5,01%"
34014141094,Umbrete,4661,92,4569,229,1,"5,01%",4569,"5,01%"
34072424008,Astorga,5634,128,5506,276,1,"5,01%",5506,"5,01%"
34072424026,Bustillo del Páramo,705,7,698,35,1,"5,01%",698,"5,01%"
34160101017,Campezo/Kanpezu,612,14,598,30,1,"5,02%",598,"5,02%"
34111010113,Madroñera,1617,24,1593,80,1,"5,02%",1593,"5,02%"
34121515029,Coristanco,3393,29,3364,169,1,"5,02%",3364,"5,02%"
34090808119,Masquefa,4199,44,4155,209,1,"5,03%",4155,"5,03%"
34010404038,Dalías,2136,31,2105,106,2,"5,04%",2105,"5,04%"
34111010014,Aldeanueva de la Vera,1459,31,1428,72,1,"5,04%",1428,"5,04%"
34110606044,Don Benito,20333,327,20006,1010,4,"5,05%",20006,"5,05%"
34011818048,Cijuela,1781,38,1743,88,2,"5,05%",1743,"5,05%"
34092525050,Bellpuig,1987,66,1921,97,1,"5,05%",1921,"5,05%"
34091717118,Palamós,6930,115,6815,345,1,"5,06%",6815,"5,06%"
34011818036,Cájar,2794,29,2765,140,1,"5,06%",2765,"5,06%"
34084545006,Alcaudete de la Jara,1015,8,1007,51,1,"5,06%",1007,"5,06%"
34070505047,Candeleda,3285,69,3216,163,2,"5,07%",3216,"5,07%"
34081919304,Valdenuño Fernández,220,3,217,11,1,"5,07%",217,"5,07%"
34091717168,Sant Joan de Mollet,244,27,217,11,1,"5,07%",217,"5,07%"
34081616190,San Clemente,3945,100,3845,195,1,"5,07%",3845,"5,07%"
34104646176,Montroi/Montroy,1478,19,1459,74,1,"5,07%",1459,"5,07%"
34074040043,Carbonero el Mayor,1388,28,1360,69,1,"5,07%",1360,"5,07%"
34172626142,San Vicente de la Sonsierra,625,14,611,31,1,"5,07%",611,"5,07%"
34104646189,El Palomar,442,9,433,22,2,"5,08%",433,"5,08%"
34132828006,Alcobendas,57565,539,57026,2899,3,"5,08%",57026,"5,08%"
34132828132,San Martín de la Vega,8669,107,8562,436,2,"5,09%",8562,"5,09%"
34123232012,Os Blancos,537,7,530,27,1,"5,09%",530,"5,09%"
34081313013,Almagro,5073,108,4965,253,1,"5,10%",4965,"5,10%"
34164848032,Elorrio,3879,55,3824,195,2,"5,10%",3824,"5,10%"
34164848046,Gernika-Lumo,8576,85,8491,433,3,"5,10%",8491,"5,10%"
34022222117,Graus,1688,22,1666,85,1,"5,10%",1666,"5,10%"
34012323050,Jaén,56852,475,56377,2878,5,"5,10%",56377,"5,10%"
34104646202,La Pobla de Vallbona,13716,120,13596,695,2,"5,11%",13596,"5,11%"
34132828028,Bustarviejo,1515,49,1466,75,1,"5,12%",1466,"5,12%"
34022222061,Binéfar,4237,62,4175,214,1,"5,13%",4175,"5,13%"
34070505039,Brabos,34,2,32,2,1,"6,25%",39,"5,13%"
34094343158,Vallclara,62,2,60,2,1,"3,33%",39,"5,13%"
34011111028,Puerto Real,18729,276,18453,947,2,"5,13%",18453,"5,13%"
34104646030,Algímia d'Alfara,734,14,720,37,1,"5,14%",720,"5,14%"
34010404024,Benahadux,2575,26,2549,131,1,"5,14%",2549,"5,14%"
34090808303,Vilanova de Sau,219,5,214,11,1,"5,14%",214,"5,14%"
34132828052,Chinchón,2831,49,2782,143,2,"5,14%",2782,"5,14%"
34070909903,Villarcayo de Merindad de Castilla la Vieja,2194,37,2157,111,1,"5,15%",2157,"5,15%"
34053838016,Garafía,953,21,932,48,1,"5,15%",932,"5,15%"
34072424170,Torre del Bierzo,1319,39,1280,66,1,"5,16%",1280,"5,16%"
34022222227,Tella-Sin,166,4,162,8,2,"4,94%",155,"5,16%"
34080202033,Fuente-Álamo,1504,53,1451,75,1,"5,17%",1451,"5,17%"
34172626130,San Millán de la Cogolla,183,2,181,9,2,"4,97%",174,"5,17%"
34160101901,Iruña Oka/Iruña de Oca,1589,46,1543,80,1,"5,18%",1543,"5,18%"
34012323099,Los Villares,3561,70,3491,181,2,"5,18%",3491,"5,18%"
34084545061,Escalona,2027,60,1967,102,1,"5,19%",1967,"5,19%"
34084545202,Yepes,3113,67,3046,158,1,"5,19%",3046,"5,19%"
34104646005,Alaquàs,15291,202,15089,783,3,"5,19%",15089,"5,19%"
34012121063,San Bartolomé de la Torre,2039,16,2023,105,2,"5,19%",2023,"5,19%"
34164848001,Abadiño,3892,39,3853,200,2,"5,19%",3853,"5,19%"
34074242103,Langa de Duero,411,26,385,20,1,"5,19%",385,"5,19%"
34084545107,Nambroca,2691,54,2637,137,1,"5,20%",2637,"5,20%"
34111010213,Villar del Pedroso,415,11,404,21,1,"5,20%",404,"5,20%"
34132828049,Coslada,40644,534,40110,2085,4,"5,20%",40110,"5,20%"
34162020035,Ezkio-Itsaso,348,3,345,18,1,"5,22%",345,"5,22%"
34110606078,Malpartida de la Serena,410,8,402,21,1,"5,22%",402,"5,22%"
34132828050,Cubas de la Sagra,3441,73,3368,176,1,"5,23%",3368,"5,23%"
34090808210,Sant Feliu de Codines,2775,28,2747,144,1,"5,24%",2747,"5,24%"
34123232018,Carballeda de Avia,914,18,896,47,1,"5,25%",896,"5,25%"
34011111024,Olvera,4532,59,4473,235,1,"5,25%",4473,"5,25%"
34011818107,Jayena,693,27,666,35,1,"5,26%",666,"5,26%"
34022222040,Azanuy-Alins,131,0,131,7,1,"5,34%",133,"5,26%"
34024444149,Mirambel,77,0,77,4,1,"5,19%",76,"5,26%"
34070505267,Zapardiel de la Ribera,63,4,59,3,1,"5,08%",57,"5,26%"
34074040003,Adrados,92,6,86,4,1,"4,65%",76,"5,26%"
34081313029,Cañada de Calatrava,78,3,75,3,1,"4,00%",57,"5,26%"
34074949244,Villageriz,57,0,57,2,1,"3,51%",38,"5,26%"
34024444087,Crivillén,60,1,59,2,2,"3,39%",38,"5,26%"
34022222028,Ansó,276,29,247,13,1,"5,26%",247,"5,26%"
34024444023,Allueva,20,1,19,1,1,"5,26%",19,"5,26%"
34070505208,San Esteban de Zapardiel,38,0,38,2,1,"5,26%",38,"5,26%"
34074040100,Hontalbilla,211,2,209,11,1,"5,26%",209,"5,26%"
34074747209,Villalán de Campos,19,0,19,1,1,"5,26%",19,"5,26%"
34080202072,Socovos,1140,19,1121,59,1,"5,26%",1121,"5,26%"
34172626075,Hormilla,296,11,285,15,1,"5,26%",285,"5,26%"
34090808298,Vic,13836,312,13524,712,2,"5,26%",13524,"5,26%"
34090808213,Sant Fruitós de Bages,4059,55,4004,211,1,"5,27%",4004,"5,27%"
34090808064,Castellterçol,1143,62,1081,57,1,"5,27%",1081,"5,27%"
34100303055,Catral,3998,93,3905,206,1,"5,28%",3905,"5,28%"
34090808203,Sant Cebrià de Vallalta,1472,13,1459,77,1,"5,28%",1459,"5,28%"
34110606160,Zalamea de la Serena,2369,40,2329,123,1,"5,28%",2329,"5,28%"
34053838023,San Cristóbal de La Laguna,73038,1667,71371,3770,4,"5,28%",71371,"5,28%"
34162020046,Irura,747,9,738,39,2,"5,28%",738,"5,28%"
34072424124,Quintana del Marco,212,4,208,11,1,"5,29%",208,"5,29%"
34014141069,Los Palacios y Villafranca,19326,293,19033,1007,2,"5,29%",19033,"5,29%"
34101212060,Figueroles,383,5,378,20,1,"5,29%",378,"5,29%"
34122727063,O Valadouro,1297,31,1266,67,1,"5,29%",1266,"5,29%"
34132828076,Lozoya,425,10,415,22,1,"5,30%",415,"5,30%"
34063939012,Cabezón de la Sal,4904,159,4745,252,1,"5,31%",4745,"5,31%"
34104646124,Fontanars dels Alforins,659,20,639,34,2,"5,32%",639,"5,32%"
34132828172,Villalbilla,8890,78,8812,469,2,"5,32%",8812,"5,32%"
34080202024,Casas-Ibáñez,2553,75,2478,132,1,"5,33%",2478,"5,33%"
34073737152,Gomecello,275,31,244,13,1,"5,33%",244,"5,33%"
34101212117,Torreblanca,2923,89,2834,151,1,"5,33%",2834,"5,33%"
34104646134,Gilet,1882,25,1857,99,1,"5,33%",1857,"5,33%"
34033333035,Llanera,7660,66,7594,405,2,"5,33%",7594,"5,33%"
34110606027,Calzadilla de los Barros,518,12,506,27,1,"5,34%",506,"5,34%"
34104646190,Paterna,34575,266,34309,1832,3,"5,34%",34309,"5,34%"
34070505062,Collado de Contreras,133,1,132,7,1,"5,30%",131,"5,34%"
34053535029,Tinajo,3188,26,3162,169,2,"5,34%",3162,"5,34%"
34073737067,Cabrerizos,2337,39,2298,123,1,"5,35%",2298,"5,35%"
34074242215,Vinuesa,529,6,523,28,1,"5,35%",523,"5,35%"
34074747188,Vega de Valdetronco,75,0,75,3,1,"4,00%",56,"5,36%"
34132828063,Gargantilla del Lozoya y Pinilla de Buitrago,230,6,224,12,1,"5,36%",224,"5,36%"
34074747186,Valladolid,161819,1319,160500,8619,13,"5,37%",160500,"5,37%"
34025050183,Munébrega,281,2,279,15,2,"5,38%",279,"5,38%"
34072424162,Santovenia de la Valdoncina,1147,31,1116,60,1,"5,38%",1116,"5,38%"
34074747222,Villanueva de San Mancio,93,0,93,5,1,"5,38%",93,"5,38%"
34063939023,Colindres,4763,76,4687,252,2,"5,38%",4687,"5,38%"
34012323061,Mengíbar,5130,220,4910,264,1,"5,38%",4910,"5,38%"
34094343005,Alcover,2191,71,2120,114,1,"5,38%",2120,"5,38%"
34090808066,Castellví de Rosanes,977,10,967,52,1,"5,38%",967,"5,38%"
34074040152,Otero de Herreros,628,15,613,33,1,"5,38%",613,"5,38%"
34063939064,Riotuerto,1186,16,1170,63,1,"5,38%",1170,"5,38%"
34070505001,Adanero,163,0,163,9,1,"5,52%",167,"5,39%"
34070909908,Valle de Losa,337,3,334,18,1,"5,39%",334,"5,39%"
34121515036,Ferrol,30511,315,30196,1628,4,"5,39%",30196,"5,39%"
34172626011,Alfaro,4903,103,4800,259,2,"5,40%",4800,"5,40%"
34012929067,Málaga,241289,2204,239085,12904,8,"5,40%",239085,"5,40%"
34024444051,Calanda,1950,43,1907,103,2,"5,40%",1907,"5,40%"
34073434041,Calahorra de Boedo,62,5,57,4,1,"7,02%",74,"5,41%"
34081919329,Yélamos de Abajo,43,2,41,2,1,"4,88%",37,"5,41%"
34024444031,Azaila,52,0,52,2,1,"3,85%",37,"5,41%"
34090808077,Esplugues de Llobregat,18065,214,17851,965,4,"5,41%",17851,"5,41%"
34100303063,Dénia,17980,174,17806,963,3,"5,41%",17806,"5,41%"
34084545181,Velada,1886,37,1849,100,1,"5,41%",1849,"5,41%"
34090808069,Collbató,2100,30,2070,112,1,"5,41%",2070,"5,41%"
34100303014,Alicante/Alacant,148377,1347,147030,7961,7,"5,41%",147030,"5,41%"
34063939027,Campoo de Enmedio,2396,52,2344,127,1,"5,42%",2344,"5,42%"
34073434220,Villamartín de Campos,135,5,130,7,1,"5,38%",129,"5,43%"
34012323001,Albanchez de Mágina,750,13,737,40,1,"5,43%",737,"5,43%"
34172626023,Badarán,355,5,350,19,1,"5,43%",350,"5,43%"
34053838043,Tacoronte,12403,544,11859,644,2,"5,43%",11859,"5,43%"
34011414021,Córdoba,152457,1902,150555,8179,9,"5,43%",150555,"5,43%"
34111010104,Jaraíz de la Vera,3535,93,3442,187,1,"5,43%",3442,"5,43%"
34074949197,Santa Clara de Avedillo,112,7,105,5,1,"4,76%",92,"5,43%"
34022222064,Blecua y Torres,114,4,110,5,1,"4,55%",92,"5,43%"
34162020002,Aduna,295,1,294,16,2,"5,44%",294,"5,44%"
34090808092,Gironella,2121,82,2039,111,1,"5,44%",2039,"5,44%"
34024444089,Cubla,55,0,55,3,1,"5,45%",55,"5,45%"
34014141012,Aznalcázar,1958,53,1905,104,1,"5,46%",1905,"5,46%"
34132828102,Orusco de Tajuña,730,16,714,39,2,"5,46%",714,"5,46%"
34033333012,Cangas de Onís,3541,49,3492,191,1,"5,47%",3492,"5,47%"
34104646186,Paiporta,14598,157,14441,791,2,"5,48%",14441,"5,48%"
34092525243,Vielha e Mijaran,2285,41,2244,123,2,"5,48%",2244,"5,48%"
34172626143,Sojuela,313,3,310,17,1,"5,48%",310,"5,48%"
34100303099,Orihuela,30636,334,30302,1662,3,"5,48%",30302,"5,48%"
34090808296,Vallromanes,1267,28,1239,68,1,"5,49%",1239,"5,49%"
34012323017,Cabra del Santo Cristo,1169,22,1147,63,1,"5,49%",1147,"5,49%"
34011818909,Morelábor,386,22,364,20,2,"5,49%",364,"5,49%"
34094343117,Prat de Comte,114,4,110,6,1,"5,45%",109,"5,50%"
34084545018,Barcience,463,9,454,25,1,"5,51%",454,"5,51%"
34040707043,Porreres,2730,26,2704,149,1,"5,51%",2704,"5,51%"
34033333030,Illas,709,2,707,39,1,"5,52%",707,"5,52%"
34132828018,Becerril de la Sierra,3430,64,3366,186,1,"5,53%",3366,"5,53%"
34072424227,Villaturiel,1110,7,1103,61,1,"5,53%",1103,"5,53%"
34132828034,Canencia,311,4,307,17,1,"5,54%",307,"5,54%"
34132828901,Lozoyuela-Navas-Sieteiglesias,724,21,703,39,1,"5,55%",703,"5,55%"
34025050126,Illueca,1627,41,1586,88,1,"5,55%",1586,"5,55%"
34132828903,Tres Cantos,29628,204,29424,1633,2,"5,55%",29424,"5,55%"
34074242128,Narros,60,0,60,3,1,"5,00%",54,"5,56%"
34073737340,Valsalabroso,77,7,70,3,1,"4,29%",54,"5,56%"
34070909354,Santa Olalla de Bureba,27,0,27,1,1,"3,70%",18,"5,56%"
34025050047,Berdejo,28,0,28,1,1,"3,57%",18,"5,56%"
34073434170,Santibáñez de Ecla,31,2,29,1,1,"3,45%",18,"5,56%"
34073737042,Barceo,29,0,29,1,1,"3,45%",18,"5,56%"
34074040186,Santa Marta del Cerro,35,6,29,1,1,"3,45%",18,"5,56%"
34074242092,Fuentes de Magaña,36,0,36,1,1,"2,78%",18,"5,56%"
34132828067,Guadalix de la Sierra,3660,96,3564,198,1,"5,56%",3564,"5,56%"
34164848086,Sopuerta,1416,66,1350,75,2,"5,56%",1350,"5,56%"
34011818068,Dílar,1330,35,1295,72,1,"5,56%",1295,"5,56%"
34091717221,Vilafant,2409,39,2370,132,1,"5,57%",2370,"5,57%"
34111010010,Alcuéscar,1493,60,1433,80,1,"5,58%",1433,"5,58%"
34123636003,Baiona,7201,112,7089,396,2,"5,59%",7089,"5,59%"
34025050081,Cetina,360,2,358,20,1,"5,59%",358,"5,59%"
34092525151,Olius,538,19,519,29,1,"5,59%",519,"5,59%"
34091717023,Blanes,13700,183,13517,757,4,"5,60%",13517,"5,60%"
34143030034,Ricote,866,28,838,47,1,"5,61%",838,"5,61%"
34014141092,Tocina,4589,65,4524,254,2,"5,61%",4524,"5,61%"
34063939075,Santander,88160,1127,87033,4889,6,"5,62%",87033,"5,62%"
34070505235,Sinlabajos,86,5,81,5,1,"6,17%",89,"5,62%"
34070909348,Santa Inés,98,9,89,5,1,"5,62%",89,"5,62%"
34012929064,Jubrique,393,2,391,22,2,"5,63%",391,"5,63%"
34123636056,Valga,3651,46,3605,203,1,"5,63%",3605,"5,63%"
34014141011,Arahal,10274,248,10026,565,2,"5,64%",10026,"5,64%"
34073737374,Villoria,945,5,940,53,1,"5,64%",940,"5,64%"
34143030026,Mazarrón,11752,278,11474,647,2,"5,64%",11474,"5,64%"
34092525234,Tremp,2597,64,2533,143,3,"5,65%",2533,"5,65%"
34110606020,Bienvenida,1463,47,1416,80,1,"5,65%",1416,"5,65%"
34111010019,Almaraz,1090,28,1062,60,1,"5,65%",1062,"5,65%"
34092525203,La Seu d'Urgell,4480,93,4387,248,2,"5,65%",4387,"5,65%"
34094343100,Els Pallaresos,1965,56,1909,108,1,"5,66%",1909,"5,66%"
34172626089,Logroño,78640,1272,77368,4378,4,"5,66%",77368,"5,66%"
34014141066,Las Navas de la Concepción,975,21,954,54,2,"5,66%",954,"5,66%"
34164848033,Ereño,167,8,159,9,1,"5,66%",159,"5,66%"
34172626036,Calahorra,11545,228,11317,641,4,"5,66%",11317,"5,66%"
34074949023,Bermillo de Sayago,671,19,652,37,1,"5,67%",652,"5,67%"
34090808182,El Pont de Vilomara i Rocafort,1780,18,1762,100,1,"5,68%",1762,"5,68%"
34100303066,Elda,25719,320,25399,1442,2,"5,68%",25399,"5,68%"
34084545119,Numancia de la Sagra,2283,31,2252,128,1,"5,68%",2252,"5,68%"
34081616203,Tarancón,6902,148,6754,384,2,"5,69%",6754,"5,69%"
34011818165,Pulianas,2525,47,2478,141,1,"5,69%",2478,"5,69%"
34110606014,Azuaga,4424,74,4350,248,1,"5,70%",4350,"5,70%"
34070909091,Castrojeriz,471,15,456,26,1,"5,70%",456,"5,70%"
34011414040,Montalbán de Córdoba,2732,49,2683,153,1,"5,70%",2683,"5,70%"
34074747045,Castronuño,590,12,578,33,1,"5,71%",578,"5,71%"
34122727058,O Saviñao,2555,33,2522,144,1,"5,71%",2522,"5,71%"
34094343013,L'Ametlla de Mar,2980,91,2889,165,1,"5,71%",2889,"5,71%"
34012121060,Punta Umbría,8531,76,8455,483,2,"5,71%",8455,"5,71%"
34025050255,Tobed,138,9,129,6,1,"4,65%",105,"5,71%"
34024444034,Bañón,99,4,95,4,1,"4,21%",70,"5,71%"
34073434080,Guardo,3131,86,3045,174,1,"5,71%",3045,"5,71%"
34111010043,Campo Lugar,639,9,630,36,1,"5,71%",630,"5,71%"
34123232057,Parada de Sil,354,4,350,20,1,"5,71%",350,"5,71%"
34160101055,Valdegovía/Gaubea,607,12,595,34,1,"5,71%",595,"5,71%"
34122727052,Ribas de Sil,677,13,664,38,1,"5,72%",664,"5,72%"
34122727023,Guntín,1872,22,1850,106,1,"5,73%",1850,"5,73%"
34164848904,Sondika,2418,63,2355,135,1,"5,73%",2355,"5,73%"
34025050163,María de Huerva,2877,37,2840,163,2,"5,74%",2840,"5,74%"
34094343033,Botarell,528,6,522,30,1,"5,75%",522,"5,75%"
34160101036,Laudio/Llodio,9174,131,9043,520,2,"5,75%",9043,"5,75%"
34090808089,Gavà,16823,207,16616,956,3,"5,75%",16616,"5,75%"
34100303116,Salinas,968,30,938,54,1,"5,76%",938,"5,76%"
34091717133,Les Planes d'Hostoles,1005,15,990,57,1,"5,76%",990,"5,76%"
34160101047,Erriberabeitia,639,14,625,36,1,"5,76%",625,"5,76%"
34074747023,Boecillo,2122,22,2100,121,1,"5,76%",2100,"5,76%"
34122727057,Sarria,7882,111,7771,448,2,"5,77%",7771,"5,77%"
34091717167,Sant Joan de les Abadesses,1891,19,1872,108,1,"5,77%",1872,"5,77%"
34111010114,Majadas,705,82,623,36,1,"5,78%",623,"5,78%"
34084545201,Yeles,2379,43,2336,135,2,"5,78%",2336,"5,78%"
34121515012,Boqueixón,2652,42,2610,151,1,"5,79%",2610,"5,79%"
34084545152,San Martín de Pusa,439,7,432,25,1,"5,79%",432,"5,79%"
34094343093,Móra d'Ebre,2394,62,2332,135,1,"5,79%",2332,"5,79%"
34110606088,Montijo,8324,173,8151,472,2,"5,79%",8151,"5,79%"
34132828093,Navacerrada,1855,42,1813,105,1,"5,79%",1813,"5,79%"
34164848910,Iurreta,1775,32,1743,101,2,"5,79%",1743,"5,79%"
34073737142,Galindo y Perahuy,431,0,431,25,2,"5,80%",431,"5,80%"
34101212077,Moncofa,3831,41,3790,220,1,"5,80%",3790,"5,80%"
34011111006,Arcos de la Frontera,15263,208,15055,874,2,"5,81%",15055,"5,81%"
34090808103,Jorba,473,8,465,27,1,"5,81%",465,"5,81%"
34111010026,Belvís de Monroy,525,26,499,29,1,"5,81%",499,"5,81%"
34121515019,Carballo,15164,140,15024,874,3,"5,82%",15024,"5,82%"
34011818111,Jun,1912,26,1886,110,1,"5,83%",1886,"5,83%"
34104646146,Xeresa,1338,35,1303,76,2,"5,83%",1303,"5,83%"
34070505216,San Martín del Pimpollar,163,2,161,9,1,"5,59%",154,"5,84%"
34084545127,Palomeque,508,29,479,28,1,"5,85%",479,"5,85%"
34123636035,Nigrán,9226,168,9058,530,2,"5,85%",9058,"5,85%"
34081919130,Guadalajara,42337,530,41807,2448,3,"5,86%",41807,"5,86%"
34081919211,Pareja,311,4,307,18,2,"5,86%",307,"5,86%"
34084545014,Añover de Tajo,2882,53,2829,166,1,"5,87%",2829,"5,87%"
34012929047,Cuevas Bajas,871,19,852,50,1,"5,87%",852,"5,87%"
34033333026,Grado,4933,77,4856,285,1,"5,87%",4856,"5,87%"
34100303061,Daya Nueva,948,12,936,55,1,"5,88%",936,"5,88%"
34090808257,Santa Maria de Miralles,73,0,73,5,1,"6,85%",85,"5,88%"
34092525032,Arsèguel,50,0,50,3,1,"6,00%",51,"5,88%"
34081616255,Villar de la Encina,107,1,106,5,1,"4,72%",85,"5,88%"
34073434178,Tabanera de Cerrato,84,11,73,3,1,"4,11%",51,"5,88%"
34073737266,La Redonda,33,7,26,1,1,"3,85%",17,"5,88%"
34074747026,Bustillo de Chaves,30,2,28,1,1,"3,57%",17,"5,88%"
34090808143,Òdena,1637,39,1598,94,1,"5,88%",1598,"5,88%"
34092525200,Sarroca de Lleida,223,2,221,13,1,"5,88%",221,"5,88%"
34074242069,Covaleda,1031,12,1019,60,1,"5,89%",1019,"5,89%"
34122727039,Outeiro de Rei,3371,60,3311,195,1,"5,89%",3311,"5,89%"
34011414069,Villanueva de Córdoba,5036,79,4957,292,1,"5,89%",4957,"5,89%"
34092525228,Torrefarrera,2104,35,2069,122,3,"5,90%",2069,"5,90%"
34172626047,Cervera del Río Alhama,1551,27,1524,90,2,"5,91%",1524,"5,91%"
34172626061,Ezcaray,1236,34,1202,71,2,"5,91%",1202,"5,91%"
34063939102,Voto,1819,25,1794,106,2,"5,91%",1794,"5,91%"
34073737173,Lumbrales,1056,24,1032,61,1,"5,91%",1032,"5,91%"
34012929087,Sedella,381,9,372,22,1,"5,91%",372,"5,91%"
34110606148,Valle de Santa Ana,750,40,710,42,1,"5,92%",710,"5,92%"
34111010195,Trujillo,5078,125,4953,293,1,"5,92%",4953,"5,92%"
34094343133,Roquetes,3068,63,3005,178,2,"5,92%",3005,"5,92%"
34063939052,Piélagos,14323,223,14100,838,2,"5,94%",14100,"5,94%"
34132828032,Camarma de Esteruelas,3769,70,3699,220,1,"5,95%",3699,"5,95%"
34164848096,Zalla,4844,71,4773,284,2,"5,95%",4773,"5,95%"
34074040078,Fresneda de Cuéllar,111,3,108,5,1,"4,63%",84,"5,95%"
34070505100,El Hornillo,222,4,218,13,1,"5,96%",218,"5,96%"
34024444232,Torrijo del Campo,294,9,285,17,1,"5,96%",285,"5,96%"
34074949127,Morales del Vino,1452,27,1425,85,1,"5,96%",1425,"5,96%"
34012929041,Casares,3241,40,3201,191,2,"5,97%",3201,"5,97%"
34022222068,Borau,69,0,69,4,1,"5,80%",67,"5,97%"
34024444181,Peralejos,68,1,67,4,1,"5,97%",67,"5,97%"
34081616273,Villaverde y Pasaconsol,215,14,201,12,1,"5,97%",201,"5,97%"
34033333049,Piloña,3827,79,3748,224,1,"5,98%",3748,"5,98%"
34084545091,Maqueda,306,5,301,18,1,"5,98%",301,"5,98%"
34162020053,Lezo,2850,24,2826,169,2,"5,98%",2826,"5,98%"
34092525038,Aitona,1189,19,1170,70,1,"5,98%",1170,"5,98%"
34104646183,L'Olleria,4507,48,4459,267,1,"5,99%",4459,"5,99%"
34074040039,Campo de San Pedro,169,2,167,10,1,"5,99%",167,"5,99%"
34010404002,Abrucena,832,14,818,49,1,"5,99%",818,"5,99%"
34164848090,Balmaseda,4201,61,4140,248,1,"5,99%",4140,"5,99%"
34090808222,Sant Llorenç d'Hortons,1289,37,1252,75,1,"5,99%",1252,"5,99%"
34012121046,Lucena del Puerto,1432,14,1418,85,1,"5,99%",1418,"5,99%"
34014141070,Palomares del Río,4183,49,4134,248,1,"6,00%",4134,"6,00%"
34074040062,Cubillo,50,0,50,3,1,"6,00%",50,"6,00%"
34094343049,Cornudella de Montsant,617,17,600,36,1,"6,00%",600,"6,00%"
34053838026,La Orotava,23359,266,23093,1386,3,"6,00%",23093,"6,00%"
34123232045,Maside,1938,22,1916,115,1,"6,00%",1916,"6,00%"
34084545118,Novés,1500,38,1462,88,1,"6,02%",1462,"6,02%"
34012323007,Arjonilla,2350,43,2307,139,1,"6,03%",2307,"6,03%"
34070505183,Pedro-Rodríguez,108,1,107,7,1,"6,54%",116,"6,03%"
34104646215,Riola,1131,21,1110,67,1,"6,04%",1110,"6,04%"
34074949178,Roales,539,9,530,32,1,"6,04%",530,"6,04%"
34160101021,Elburgo/Burgelu,271,6,265,16,1,"6,04%",265,"6,04%"
34011414041,Montemayor,2485,84,2401,145,1,"6,04%",2401,"6,04%"
